Annual Income,Loan Amount,Credit Score,Number of Loans,Employment Status,Employment Encoded,Missed Payments,Default
47492.63,9359.78,649,4,Unemployed,2,0,0
12041.97,13919.69,555,0,Self-Employed,1,2,0
31655.62,11811.29,545,1,Employed,0,0,0
51385.43,10248.91,698,1,Self-Employed,1,3,0
37280.28,11325.11,654,4,Unemployed,2,1,0
38025.24,12602.32,617,2,Unemployed,2,0,0
30129.24,1112.83,719,4,Unemployed,2,0,0
39279.21,9767.84,630,3,Self-Employed,1,1,0
47327.13,8764.25,657,1,Employed,0,1,0
49630.03,14767.85,703,0,Self-Employed,1,0,0
32761.25,15031.5,698,4,Employed,0,0,1
54664.87,12679.26,687,3,Unemployed,2,1,0
30703.57,12453.39,635,2,Unemployed,2,0,0
50255.47,3951.17,568,0,Unemployed,2,0,0
49044.56,8365.09,663,2,Employed,0,1,0
33787.7,10586.24,677,3,Unemployed,2,2,1
32360.21,11562.8,568,1,Self-Employed,1,0,0
49587.49,11979.5,630,2,Employed,0,2,0
38281.41,4206.95,650,2,Self-Employed,1,0,0
42714.01,15900.48,658,3,Self-Employed,1,1,0
53248.03,7906.66,634,1,Unemployed,2,1,0
50749.65,2932.39,562,2,Employed,0,1,0
34008.67,15133.99,602,2,Employed,0,1,1
44357.05,8350.19,703,4,Unemployed,2,0,0
33783.42,14768.56,600,1,Self-Employed,1,1,0
55439.27,5025.3,622,3,Unemployed,2,1,0
63438.2,10379.72,549,1,Self-Employed,1,1,0
34858.86,8144.16,689,0,Employed,0,3,0
44625.99,13571.35,645,3,Unemployed,2,0,0
56009.53,8438.29,598,1,Employed,0,2,0
45290.53,13572.27,635,3,Self-Employed,1,1,0
51738.06,10306.74,754,1,Employed,0,2,0
45619.28,9369.69,664,2,Self-Employed,1,1,0
32318.36,15597.23,737,4,Employed,0,1,1
46427.1,19814.5,585,2,Employed,0,1,0
58527.4,10540.28,642,1,Employed,0,1,0
48771.5,8905.82,595,1,Unemployed,2,2,1
64484.09,11444.91,634,1,Unemployed,2,0,0
23741.95,12431.02,638,4,Self-Employed,1,0,0
49548.57,4823.77,709,1,Unemployed,2,1,0
37223.9,7942.9,693,2,Employed,0,1,0
34492.43,5975.55,674,2,Self-Employed,1,0,0
61013.02,7391.1,571,4,Self-Employed,1,0,0
41939.94,17809.14,668,1,Self-Employed,1,0,0
40781.46,2853.32,565,2,Employed,0,0,0
49122.91,13490.3,676,3,Self-Employed,1,1,0
19169.78,10518.7,670,2,Unemployed,2,1,0
61258.39,12973.85,672,0,Unemployed,2,0,0
67853.16,7325.98,675,4,Employed,0,0,0
55981.36,10159.3,735,3,Employed,0,0,0
49943.88,16894.89,666,3,Unemployed,2,0,0
42401.09,10182.43,660,3,Self-Employed,1,0,0
32097.45,17639.64,661,0,Unemployed,2,0,1
59328.77,1099.3,599,0,Unemployed,2,2,1
55996.1,14156.41,680,1,Unemployed,2,2,1
50401.4,12167.26,623,1,Employed,0,1,0
49003.55,6247.05,737,2,Unemployed,2,0,0
48607.11,15663.85,621,0,Employed,0,1,0
38688.76,9005.01,618,1,Employed,0,1,0
75014.03,12925.44,667,1,Employed,0,0,0
41572.52,8052.43,604,4,Self-Employed,1,2,0
39879.55,9959.29,627,2,Self-Employed,1,1,0
58447.28,14821.99,679,0,Unemployed,2,1,0
44649.53,21409.5,692,0,Employed,0,1,0
44772.07,8408.66,671,2,Employed,0,0,0
61974.83,16997.74,613,4,Self-Employed,1,1,0
53143.38,17360.02,694,2,Employed,0,0,0
53753.02,14550.85,562,3,Self-Employed,1,1,0
27987.47,15069.31,598,3,Employed,0,2,1
49806.48,9171.0,668,0,Unemployed,2,1,0
32932.7,8122.23,620,0,Self-Employed,1,0,0
39540.07,10108.03,643,2,Self-Employed,1,2,0
47107.7,13066.78,687,3,Unemployed,2,2,1
44565.48,10794.58,632,1,Unemployed,2,2,1
52850.62,9012.05,632,0,Employed,0,1,0
54248.4,9189.19,598,0,Self-Employed,1,1,0
55147.61,10783.68,668,2,Unemployed,2,0,0
28869.59,15440.72,681,0,Unemployed,2,1,1
73351.9,7684.74,721,4,Unemployed,2,1,0
44705.05,14264.38,579,1,Employed,0,0,0
59555.2,14100.2,596,4,Unemployed,2,1,0
14828.25,9910.06,590,3,Unemployed,2,0,0
41816.05,13183.7,588,2,Self-Employed,1,2,0
27471.81,16745.39,708,0,Self-Employed,1,2,1
34663.62,10703.13,582,2,Self-Employed,1,1,0
45606.67,8910.77,605,3,Unemployed,2,0,0
40983.01,8151.01,644,1,Employed,0,1,0
60768.2,8620.0,610,2,Unemployed,2,0,0
66227.9,15163.23,699,0,Unemployed,2,0,0
33397.99,11771.5,663,4,Self-Employed,1,1,0
39146.82,5591.66,630,2,Self-Employed,1,1,0
32626.94,17019.07,706,3,Unemployed,2,3,1
58870.8,11277.56,688,0,Employed,0,1,0
46908.52,13920.39,717,4,Employed,0,0,0
45387.97,14406.18,559,4,Employed,0,2,0
48749.6,8663.35,647,3,Self-Employed,1,1,0
41265.95,7078.05,633,2,Self-Employed,1,1,0
34722.36,8132.4,644,0,Employed,0,1,0
45612.66,11219.65,662,1,Self-Employed,1,2,0
41795.9,13750.22,662,3,Self-Employed,1,1,0
49164.29,19453.64,669,1,Self-Employed,1,1,0
25416.26,15591.04,636,0,Self-Employed,1,2,1
47236.3,4140.89,632,3,Employed,0,0,0
36729.05,11389.98,656,3,Unemployed,2,2,1
46815.66,2901.31,602,0,Self-Employed,1,1,0
55861.08,15841.98,673,4,Self-Employed,1,0,0
38325.03,11203.25,715,4,Unemployed,2,2,1
59360.65,12141.23,717,1,Employed,0,1,0
24110.85,11054.97,619,4,Employed,0,0,0
63525.95,12302.18,612,2,Unemployed,2,1,0
59861.93,9257.45,659,3,Employed,0,2,0
34360.92,12392.79,721,0,Employed,0,2,0
34461.3,8199.45,609,2,Unemployed,2,0,0
27060.53,13163.86,653,2,Self-Employed,1,0,0
56056.55,13082.16,593,3,Self-Employed,1,2,0
41035.07,13913.6,784,0,Employed,0,1,0
40154.76,11603.92,658,3,Employed,0,0,0
31526.22,16156.3,744,0,Unemployed,2,0,1
66743.69,19274.19,631,3,Self-Employed,1,0,0
33326.87,5863.82,705,1,Unemployed,2,0,0
45289.99,6932.65,618,3,Self-Employed,1,1,0
47591.64,11316.28,679,0,Self-Employed,1,0,0
40215.95,10192.16,634,4,Self-Employed,1,2,0
37789.31,13899.94,624,4,Employed,0,1,0
40568.86,13901.73,671,2,Self-Employed,1,1,0
51784.0,13199.06,648,0,Self-Employed,1,1,0
40835.31,5360.65,581,2,Self-Employed,1,2,0
64506.55,12784.95,635,0,Employed,0,1,0
35675.54,19407.64,574,1,Unemployed,2,0,1
54049.28,14065.47,618,3,Unemployed,2,1,0
23923.22,11734.12,624,1,Self-Employed,1,0,0
35676.9,14472.44,656,1,Employed,0,1,0
35204.49,8540.67,636,4,Employed,0,1,0
31753.04,13670.06,691,2,Unemployed,2,1,0
48401.67,11915.49,698,2,Employed,0,0,0
43677.75,7425.17,668,2,Employed,0,1,0
17654.07,12982.67,694,0,Self-Employed,1,0,0
68946.43,12175.95,607,1,Self-Employed,1,1,0
47112.19,15229.42,727,2,Unemployed,2,1,0
45014.13,12532.24,583,2,Unemployed,2,0,0
60721.43,12825.54,590,0,Unemployed,2,1,0
56866.33,12594.57,677,3,Employed,0,1,0
41421.92,12534.77,735,4,Unemployed,2,2,1
21569.84,16557.43,653,2,Employed,0,0,1
51772.63,14864.62,729,2,Self-Employed,1,1,0
33445.85,8248.01,635,4,Employed,0,0,0
59871.17,11497.63,630,4,Employed,0,1,0
35686.04,6367.09,674,0,Employed,0,3,0
39577.6,17964.74,674,4,Self-Employed,1,0,1
28881.83,9213.49,759,1,Self-Employed,1,0,0
29852.46,8957.57,638,4,Employed,0,1,0
43691.1,19301.83,602,0,Self-Employed,1,0,0
42572.89,9615.68,654,2,Unemployed,2,0,0
39289.41,8200.42,668,0,Employed,0,0,0
69636.14,14634.24,698,0,Self-Employed,1,4,0
52243.76,11964.52,639,1,Self-Employed,1,1,0
45122.92,8423.4,570,1,Unemployed,2,1,0
11912.09,13346.78,683,4,Self-Employed,1,2,0
54909.22,14508.73,621,3,Unemployed,2,0,0
80934.44,15452.6,701,1,Employed,0,2,0
42744.6,13016.04,685,2,Self-Employed,1,0,0
35273.85,15549.02,629,3,Unemployed,2,0,1
46959.9,15386.85,617,2,Employed,0,1,0
27823.1,10148.0,617,4,Employed,0,2,0
50544.73,18830.33,662,3,Employed,0,0,0
63002.63,14604.26,670,4,Unemployed,2,0,0
36948.83,17578.83,644,3,Unemployed,2,1,1
37336.31,11445.94,658,0,Employed,0,1,0
44043.65,15387.34,741,3,Employed,0,2,0
38985.37,13089.44,737,4,Employed,0,2,0
26852.19,15880.11,615,4,Employed,0,0,1
40377.15,10324.24,707,1,Employed,0,0,0
37955.89,9776.48,650,4,Self-Employed,1,0,0
61398.66,16930.48,611,4,Employed,0,0,0
58864.5,12971.83,700,0,Self-Employed,1,0,0
61767.76,15930.36,618,3,Employed,0,3,0
54620.7,6354.46,618,3,Unemployed,2,2,1
47469.39,8777.1,573,1,Unemployed,2,1,0
34507.1,9908.48,645,0,Unemployed,2,1,0
60913.39,17191.95,611,2,Employed,0,0,0
49173.47,17039.04,723,1,Self-Employed,1,1,0
30023.64,12350.31,645,3,Self-Employed,1,1,0
34033.58,13923.95,651,2,Employed,0,1,0
29835.06,12673.06,625,1,Unemployed,2,3,1
20375.65,8010.46,610,0,Self-Employed,1,1,0
49662.27,12238.57,601,1,Self-Employed,1,1,0
30145.5,8386.7,772,1,Self-Employed,1,3,0
35928.66,10475.97,646,3,Unemployed,2,3,1
45466.08,11101.94,617,2,Employed,0,0,0
42745.28,18603.06,655,4,Employed,0,2,0
36438.7,12631.22,670,1,Self-Employed,1,0,0
63227.15,10370.67,595,0,Unemployed,2,0,0
26680.15,14454.87,614,4,Unemployed,2,3,1
27199.61,9357.13,673,0,Self-Employed,1,0,0
50494.13,22629.83,621,0,Employed,0,1,0
37486.4,13720.48,586,0,Self-Employed,1,1,0
37017.03,2110.18,622,1,Employed,0,0,0
32051.57,8783.27,600,1,Self-Employed,1,2,0
49058.41,19205.05,716,1,Employed,0,0,0
47707.58,12592.49,672,0,Employed,0,2,0
46429.48,10108.1,521,1,Self-Employed,1,2,0
38004.52,13622.41,629,4,Self-Employed,1,0,0
35987.64,5642.24,695,3,Employed,0,2,0
43042.87,8113.14,680,2,Unemployed,2,1,0
56598.48,6370.51,622,1,Unemployed,2,0,0
63817.91,10528.7,697,3,Unemployed,2,0,0
58336.26,18437.03,625,4,Unemployed,2,1,0
51068.85,14389.95,612,2,Unemployed,2,2,1
56786.11,13915.21,616,4,Unemployed,2,2,1
30816.77,9360.25,714,3,Self-Employed,1,1,0
36434.76,15118.88,650,4,Unemployed,2,1,1
51292.78,8895.44,622,1,Employed,0,4,0
43582.07,11182.23,604,2,Employed,0,1,0
49050.08,15018.44,633,0,Self-Employed,1,1,0
56753.58,11675.59,624,3,Self-Employed,1,1,0
54888.34,15658.7,603,0,Self-Employed,1,0,0
31908.44,11197.95,632,4,Unemployed,2,1,0
45142.13,17431.67,666,1,Self-Employed,1,1,0
33950.13,13669.94,811,1,Unemployed,2,1,0
35672.18,8472.8,630,2,Employed,0,3,0
24469.57,9826.41,655,4,Self-Employed,1,1,0
46603.21,11107.49,604,3,Self-Employed,1,0,0
23582.71,15828.82,747,2,Self-Employed,1,1,1
49729.6,19349.49,656,1,Self-Employed,1,1,0
61301.37,6052.33,674,0,Unemployed,2,1,0
51364.03,10455.07,671,4,Unemployed,2,2,1
45622.66,16905.13,787,4,Employed,0,2,0
63413.38,11777.06,692,2,Unemployed,2,1,0
48929.35,11377.74,662,3,Self-Employed,1,0,0
34647.08,14298.0,653,3,Self-Employed,1,1,0
46501.28,6613.61,655,0,Unemployed,2,1,0
68516.3,14427.02,611,3,Unemployed,2,0,0
31888.33,13225.25,633,4,Self-Employed,1,3,0
28438.51,12789.51,706,4,Employed,0,0,0
52378.9,16322.18,614,3,Employed,0,1,0
42311.36,11724.29,630,4,Unemployed,2,0,0
38615.98,12161.36,634,4,Self-Employed,1,0,0
29889.85,12722.28,611,4,Employed,0,1,0
21598.65,3808.7,658,0,Employed,0,1,0
27522.84,16191.44,648,0,Unemployed,2,3,1
64379.11,14374.68,596,0,Unemployed,2,1,0
44893.51,14160.42,616,2,Self-Employed,1,1,0
21451.63,13361.79,640,0,Employed,0,1,0
59209.03,17434.14,604,2,Unemployed,2,0,0
59818.01,12852.3,582,3,Self-Employed,1,0,0
59750.81,11142.88,597,0,Unemployed,2,0,0
39929.62,5063.12,640,2,Employed,0,0,0
41774.27,6919.9,619,0,Self-Employed,1,1,0
46651.53,10781.13,670,3,Self-Employed,1,1,0
61812.56,12399.57,701,2,Self-Employed,1,2,0
38341.19,9638.52,607,2,Unemployed,2,3,1
35947.04,11080.99,605,1,Employed,0,1,0
53348.12,8382.14,680,3,Self-Employed,1,2,0
59511.06,15776.84,653,2,Self-Employed,1,1,0
44366.51,10860.48,705,1,Employed,0,0,0
53045.28,16715.32,638,4,Self-Employed,1,2,0
46349.36,10951.24,660,2,Self-Employed,1,1,0
41985.06,13448.48,696,3,Unemployed,2,0,0
35048.66,13872.89,625,3,Unemployed,2,1,0
31153.68,12642.2,544,2,Self-Employed,1,1,0
37622.81,7583.42,759,2,Employed,0,0,0
33287.29,10632.76,701,3,Self-Employed,1,1,0
48401.79,3692.76,615,1,Employed,0,1,0
59610.55,18570.44,622,1,Unemployed,2,0,0
47448.11,-1441.79,547,0,Employed,0,1,0
33951.56,15367.97,683,0,Unemployed,2,2,1
55264.52,12434.02,631,2,Unemployed,2,1,0
48562.58,5053.69,728,2,Unemployed,2,1,0
50937.91,13042.19,618,4,Self-Employed,1,0,0
38767.59,7573.54,582,4,Employed,0,0,0
58600.52,13729.74,607,0,Unemployed,2,1,0
58539.19,11769.95,685,0,Self-Employed,1,1,0
42791.19,12917.9,554,2,Self-Employed,1,0,0
53621.42,10523.81,702,1,Self-Employed,1,0,0
58217.87,17319.4,613,1,Self-Employed,1,1,0
39415.53,7936.72,662,4,Self-Employed,1,0,0
44025.14,9302.32,541,1,Employed,0,3,1
45957.5,11314.97,568,1,Self-Employed,1,0,0
31826.16,11590.85,681,4,Employed,0,1,0
50299.95,7473.25,621,0,Self-Employed,1,0,0
57270.27,4018.62,691,3,Self-Employed,1,1,0
43273.37,13422.17,617,3,Unemployed,2,0,0
49078.2,13310.18,618,0,Self-Employed,1,2,0
61782.97,18811.34,578,2,Employed,0,2,0
40138.18,17007.34,647,3,Self-Employed,1,0,0
49323.18,12264.71,611,2,Employed,0,2,0
38162.25,9299.13,678,0,Unemployed,2,0,0
37834.72,16513.43,731,4,Employed,0,1,1
49102.72,8605.89,670,0,Self-Employed,1,4,0
47896.43,15571.4,730,3,Self-Employed,1,1,0
51660.84,6260.85,633,2,Unemployed,2,1,0
45913.9,19863.39,730,0,Employed,0,0,0
50581.71,7727.16,758,1,Self-Employed,1,1,0
64986.23,8040.04,631,0,Self-Employed,1,3,0
57718.92,4373.91,617,0,Unemployed,2,1,0
49060.58,10410.67,598,3,Unemployed,2,0,0
51058.88,13743.84,587,1,Self-Employed,1,0,0
41413.18,9608.94,635,2,Unemployed,2,1,0
43089.73,8445.27,653,1,Self-Employed,1,1,0
50909.53,6203.56,621,1,Self-Employed,1,0,0
46051.8,13119.37,713,1,Self-Employed,1,3,0
54516.22,14781.45,641,1,Unemployed,2,0,0
60204.88,12654.31,713,4,Self-Employed,1,3,0
43778.81,14769.04,669,2,Employed,0,2,0
20889.4,7139.18,717,1,Self-Employed,1,2,0
69410.27,9468.36,583,3,Employed,0,3,1
37170.07,11198.52,706,3,Employed,0,2,0
47341.94,17110.15,662,4,Employed,0,0,0
53729.91,17086.95,637,4,Unemployed,2,1,0
61907.68,15173.01,653,2,Self-Employed,1,1,0
66672.41,15074.51,751,0,Self-Employed,1,2,0
40633.52,8843.83,687,1,Self-Employed,1,2,0
59276.28,12413.22,698,2,Employed,0,0,0
47375.76,5332.96,708,0,Self-Employed,1,1,0
77918.44,15074.25,645,1,Employed,0,0,0
58205.34,11002.16,685,4,Unemployed,2,1,0
42870.31,20166.86,635,2,Employed,0,1,0
35483.13,13044.37,640,0,Unemployed,2,0,0
13480.92,8978.94,635,4,Self-Employed,1,1,0
53096.11,10905.61,639,3,Self-Employed,1,2,0
57101.39,9475.67,565,3,Employed,0,0,0
53945.53,9673.89,637,4,Self-Employed,1,2,0
16759.03,11910.71,662,3,Unemployed,2,1,0
29903.87,8052.9,625,0,Unemployed,2,0,0
50769.88,11766.92,619,3,Employed,0,0,0
66426.28,4103.57,640,4,Self-Employed,1,1,0
44333.35,12642.43,708,1,Employed,0,1,0
58098.22,8961.99,732,3,Self-Employed,1,3,0
32587.12,6606.08,701,0,Employed,0,0,0
47485.54,14896.39,783,4,Self-Employed,1,0,0
41704.08,4924.11,755,4,Self-Employed,1,0,0
59251.07,14499.33,650,0,Self-Employed,1,1,0
38521.96,13875.76,632,4,Unemployed,2,2,1
65124.15,8432.3,548,3,Self-Employed,1,1,0
41307.45,10901.91,576,4,Self-Employed,1,0,0
32161.64,13062.72,581,2,Employed,0,1,0
32564.31,12927.86,645,3,Employed,0,3,0
37530.87,15655.29,617,1,Self-Employed,1,0,1
49446.81,14927.96,646,3,Employed,0,3,0
37680.24,16139.99,695,1,Employed,0,1,1
35154.27,16600.79,689,0,Unemployed,2,0,1
55677.7,12455.83,619,1,Self-Employed,1,1,0
6465.38,10837.15,688,1,Self-Employed,1,1,0
39841.42,11515.23,671,0,Employed,0,3,0
28989.14,10633.91,659,3,Self-Employed,1,0,0
34577.35,17791.26,699,4,Employed,0,2,1
47925.0,8967.39,661,3,Unemployed,2,2,1
42537.21,16537.23,684,2,Unemployed,2,1,0
41453.21,10073.08,613,4,Unemployed,2,0,0
59274.11,16419.15,607,3,Unemployed,2,2,1
44836.58,14908.03,691,4,Unemployed,2,1,0
66672.68,11843.2,636,3,Unemployed,2,1,0
53546.3,13036.59,650,1,Self-Employed,1,1,0
33399.48,7561.49,664,2,Self-Employed,1,0,0
68209.1,14309.96,633,0,Employed,0,0,0
48337.26,15789.2,674,2,Self-Employed,1,1,0
67460.97,17351.41,658,1,Self-Employed,1,1,0
41806.85,10700.55,625,0,Unemployed,2,1,0
48266.78,20800.52,602,2,Unemployed,2,2,1
50185.37,10729.45,691,3,Self-Employed,1,0,0
42982.63,10200.18,609,3,Unemployed,2,1,0
60263.04,11332.12,681,0,Self-Employed,1,0,0
68190.98,11368.93,617,2,Unemployed,2,1,0
17478.88,6264.92,594,3,Self-Employed,1,1,0
54777.82,7474.58,594,3,Unemployed,2,2,1
34265.95,7112.96,641,1,Unemployed,2,1,0
13886.3,12940.41,663,4,Unemployed,2,0,0
51204.22,17985.67,682,4,Self-Employed,1,0,0
51231.28,9326.69,610,4,Employed,0,0,0
53161.53,11486.22,658,3,Self-Employed,1,0,0
49452.33,8768.97,695,0,Self-Employed,1,2,0
55500.3,14640.88,673,0,Employed,0,0,0
37763.41,13068.94,728,4,Employed,0,1,0
48160.01,15691.68,689,1,Self-Employed,1,0,0
53378.0,7977.07,613,1,Employed,0,2,0
61235.47,11850.82,643,0,Unemployed,2,0,0
45526.15,11064.64,677,4,Employed,0,2,0
42434.45,11318.93,736,1,Unemployed,2,0,0
44337.13,15979.91,630,3,Unemployed,2,0,0
30676.88,9717.06,583,3,Unemployed,2,0,0
54235.49,10202.77,682,4,Unemployed,2,2,1
27512.2,8833.93,690,0,Employed,0,1,0
49691.57,20630.26,637,1,Unemployed,2,2,1
46014.89,8188.73,666,4,Self-Employed,1,2,0
26388.33,14377.51,600,2,Unemployed,2,1,0
27072.65,6520.35,643,2,Employed,0,1,0
34755.7,13850.81,697,3,Unemployed,2,0,0
40872.7,7407.12,639,2,Self-Employed,1,0,0
62765.75,12607.55,560,2,Unemployed,2,0,0
43671.18,13245.36,581,1,Employed,0,0,0
51557.84,11700.79,651,4,Unemployed,2,3,1
60199.26,14824.52,631,4,Unemployed,2,0,0
57878.01,13860.54,619,2,Employed,0,1,0
44915.28,9268.09,672,4,Unemployed,2,1,0
36533.7,13968.49,704,0,Unemployed,2,4,1
50986.25,12908.54,558,1,Employed,0,0,0
36773.14,15828.56,619,4,Employed,0,2,1
66777.66,6192.97,589,2,Self-Employed,1,1,0
55413.58,12449.16,632,3,Employed,0,0,0
47504.36,12382.36,680,1,Self-Employed,1,1,0
51152.06,10512.72,647,3,Employed,0,2,0
47139.44,16236.87,603,3,Self-Employed,1,1,0
40580.04,9158.06,678,0,Self-Employed,1,1,0
50983.32,14849.22,630,0,Self-Employed,1,0,0
42085.3,9103.37,645,0,Employed,0,3,0
68240.26,17304.3,664,2,Unemployed,2,0,0
36687.56,13622.19,693,1,Unemployed,2,0,0
51105.57,5770.87,635,2,Employed,0,0,0
35607.28,16547.09,742,1,Self-Employed,1,0,1
35482.03,14248.87,638,1,Unemployed,2,1,0
23566.92,12365.34,534,1,Employed,0,2,0
49937.7,9440.85,611,1,Unemployed,2,0,0
38610.41,8584.17,644,1,Unemployed,2,1,0
58000.67,14021.62,687,4,Self-Employed,1,2,0
49959.54,5834.8,726,4,Self-Employed,1,3,0
46778.7,9293.52,667,4,Self-Employed,1,2,0
28074.01,14791.26,660,2,Employed,0,1,0
52018.86,6373.55,653,3,Self-Employed,1,0,0
37054.25,6555.14,692,1,Employed,0,1,0
27805.94,14085.26,688,4,Unemployed,2,1,0
50166.16,10934.53,576,3,Employed,0,1,0
29900.49,18659.12,561,0,Self-Employed,1,0,1
19906.5,10779.29,659,4,Employed,0,1,0
60565.61,5795.81,632,4,Self-Employed,1,1,0
38271.22,16533.05,623,3,Employed,0,1,1
24066.14,6681.36,676,0,Unemployed,2,0,0
33448.9,7960.31,675,3,Employed,0,0,0
36347.38,10656.83,629,0,Unemployed,2,1,0
58730.73,12650.49,600,0,Self-Employed,1,0,0
25044.39,13523.64,543,0,Unemployed,2,0,0
28933.12,15842.59,574,4,Self-Employed,1,2,1
56764.84,1698.08,660,3,Employed,0,2,0
39603.21,8234.23,688,4,Unemployed,2,0,0
47735.43,16233.29,703,1,Employed,0,2,0
39108.9,8421.84,606,1,Unemployed,2,0,0
69246.84,11795.88,701,4,Unemployed,2,1,0
29523.66,17388.41,618,1,Self-Employed,1,1,1
48385.39,11315.44,638,4,Unemployed,2,1,0
63035.48,10951.65,711,0,Employed,0,1,0
40500.17,11359.62,653,0,Employed,0,0,0
35954.71,17151.49,638,0,Employed,0,6,1
54205.24,5589.01,644,2,Unemployed,2,2,1
57048.78,19149.84,633,0,Employed,0,0,0
35401.16,11094.72,683,0,Employed,0,0,0
62546.36,10635.25,592,2,Unemployed,2,0,0
45614.65,8754.53,671,2,Employed,0,2,0
51105.14,7460.03,571,0,Unemployed,2,0,0
62859.37,2645.36,765,3,Self-Employed,1,1,0
54225.36,16870.57,705,3,Unemployed,2,1,0
44997.01,3136.59,671,4,Unemployed,2,0,0
36940.89,11794.22,660,0,Employed,0,2,0
77502.07,10231.34,604,2,Unemployed,2,1,0
35531.81,13171.06,699,4,Unemployed,2,0,0
48817.55,4016.62,679,4,Self-Employed,1,1,0
51119.87,8696.64,498,1,Unemployed,2,1,0
51687.71,13898.88,672,1,Self-Employed,1,0,0
70536.2,12737.67,679,4,Self-Employed,1,1,0
45570.84,9345.69,664,2,Self-Employed,1,2,0
43859.21,12413.02,595,3,Unemployed,2,1,0
63627.34,18891.19,546,3,Unemployed,2,0,0
43369.39,16356.24,699,0,Self-Employed,1,2,0
55512.29,15887.46,580,3,Self-Employed,1,1,0
47332.68,14198.97,636,0,Self-Employed,1,2,0
56051.7,12725.61,619,0,Self-Employed,1,0,0
53705.38,9265.32,676,1,Self-Employed,1,0,0
40162.65,12222.48,567,3,Unemployed,2,0,0
22871.85,19867.32,552,3,Employed,0,1,1
24913.1,15678.18,719,3,Self-Employed,1,0,1
22915.46,10566.77,593,1,Employed,0,0,0
43905.64,3617.75,663,2,Self-Employed,1,1,0
16768.49,15029.94,660,3,Employed,0,1,1
43080.12,15745.08,591,1,Employed,0,1,0
46605.21,9828.35,688,2,Unemployed,2,0,0
55274.72,9328.32,732,3,Employed,0,0,0
51052.56,4204.48,628,2,Unemployed,2,1,0
55822.62,17023.36,637,0,Self-Employed,1,3,0
49966.86,10340.12,644,0,Self-Employed,1,1,0
41117.5,13042.83,688,3,Unemployed,2,0,0
43728.2,7605.14,661,4,Self-Employed,1,0,0
34780.27,6208.86,629,1,Unemployed,2,1,0
47737.04,17982.27,663,3,Self-Employed,1,0,0
25989.65,10442.43,623,2,Employed,0,1,0
57792.43,8998.33,655,2,Unemployed,2,1,0
33520.87,23609.59,696,2,Unemployed,2,0,1
46846.14,15940.8,645,2,Employed,0,0,0
48857.74,9114.09,623,2,Unemployed,2,1,0
58952.68,14948.39,635,2,Employed,0,0,0
24826.04,5579.5,597,0,Unemployed,2,1,0
41094.49,10723.47,606,1,Employed,0,0,0
51598.17,8648.39,647,4,Unemployed,2,2,1
66014.2,13673.98,620,3,Employed,0,2,0
44534.07,18626.87,656,0,Self-Employed,1,1,0
37867.85,5223.94,691,2,Self-Employed,1,0,0
69323.87,19428.47,709,0,Employed,0,1,0
54630.73,14998.53,620,2,Self-Employed,1,1,0
61483.6,8003.12,639,0,Employed,0,0,0
30485.51,8079.3,680,1,Employed,0,1,0
51253.55,9141.5,694,2,Self-Employed,1,1,0
32000.1,8534.47,582,0,Self-Employed,1,0,0
29339.47,8659.83,601,0,Self-Employed,1,1,0
51982.56,4743.34,672,2,Self-Employed,1,0,0
52822.17,11219.1,645,4,Employed,0,1,0
39215.86,14986.57,589,2,Employed,0,1,0
62184.45,9703.31,622,2,Employed,0,1,0
40571.76,13189.43,688,0,Self-Employed,1,0,0
41760.23,16501.13,699,3,Self-Employed,1,2,0
44567.53,6019.39,667,2,Self-Employed,1,0,0
42084.69,9329.52,631,1,Employed,0,1,0
60327.15,5977.34,567,4,Unemployed,2,1,0
32499.56,6394.05,687,0,Unemployed,2,0,0
35947.88,17445.46,705,1,Self-Employed,1,2,1
30703.11,9982.44,622,2,Employed,0,3,0
67602.2,13851.44,709,2,Employed,0,0,0
41105.77,12661.56,594,1,Unemployed,2,1,0
35777.8,14833.27,677,3,Employed,0,0,0
41552.31,12590.55,631,2,Unemployed,2,2,1
55188.67,12427.23,611,4,Self-Employed,1,1,0
52965.19,6068.93,597,3,Employed,0,0,0
38097.85,12139.97,642,1,Employed,0,2,0
40204.97,12094.69,617,1,Employed,0,0,0
27534.35,8232.71,622,0,Unemployed,2,1,0
46664.68,3725.28,661,0,Employed,0,1,0
60387.81,12979.44,709,4,Unemployed,2,0,0
38018.67,16897.08,709,4,Self-Employed,1,0,1
52629.76,4921.98,543,1,Employed,0,0,0
38014.64,11326.65,704,2,Self-Employed,1,1,0
31852.21,3066.11,579,2,Self-Employed,1,1,0
53163.36,14599.47,680,0,Unemployed,2,1,0
73171.79,16736.7,577,2,Employed,0,1,0
51521.08,11609.37,657,1,Unemployed,2,1,0
40033.73,14499.0,709,4,Employed,0,4,0
40807.61,12254.25,576,1,Self-Employed,1,0,0
67910.22,8117.84,668,0,Unemployed,2,0,0
48683.76,11462.22,643,2,Unemployed,2,2,1
35809.01,11890.76,748,3,Employed,0,1,0
44253.3,11418.7,609,4,Unemployed,2,0,0
47581.69,13485.57,664,3,Self-Employed,1,2,0
50630.56,12530.21,725,4,Unemployed,2,1,0
63144.47,11223.33,597,3,Employed,0,3,1
60310.78,9434.78,682,2,Self-Employed,1,2,0
47378.87,13998.8,697,4,Unemployed,2,0,0
44502.06,13720.95,707,0,Self-Employed,1,2,0
